Time,Position,Data 2,Time,Position,Data 3,Time,Position,Data 4,Time,Position
0,-1,,0,-1,,0,-1,,0.000714526,-0.998074278
0.001,-0.999950017,,0.001,-0.999987531,,0.002,-0.999801993,,0.001104202,-1.013938973
0.002,-0.99980014,,0.002,-0.999950188,,0.004,-0.999215869,,0.002697853,-1.015455805
0.003,-0.999550484,,0.003,-0.999888094,,0.006,-0.998253329,,0.003427656,-1.002209173
0.004,-0.999201173,,0.004,-0.999801354,,0.008,-0.996925879,,0.00537762,-0.995553755
0.005,-0.998752342,,0.005,-0.999690108,,0.01,-0.995244825,,0.002805977,-0.998000213
0.006,-0.998204134,,0.006,-0.999554502,,0.012,-0.993221282,,0.005454252,-0.991488089
0.007,-0.997556704,,0.007,-0.999394648,,0.014,-0.990866168,,0.006623888,-0.978367462
0.008,-0.996810217,,0.008,-0.999210668,,0.016,-0.988190211,,0.009107537,-1.000101062
0.009,-0.995964846,,0.009,-0.999002688,,0.018,-0.985203948,,0.007848962,-0.988192637
0.01,-0.995020774,,0.01,-0.998770833,,0.02,-0.981917726,,0.008809434,-0.992229169
0.011,-0.993978194,,0.011,-0.998515227,,0.022,-0.978341705,,0.012211656,-1.000853275
0.012,-0.992837308,,0.012,-0.998235996,,0.024,-0.97448586,,0.011228869,-0.980221806
0.013,-0.99159833,,0.013,-0.997933263,,0.026,-0.97035998,,0.014014172,-0.993778682
0.014,-0.99026148,,0.014,-0.997607155,,0.028,-0.965973671,,0.013512232,-1.001656436
0.015,-0.988826991,,0.015,-0.997257795,,0.03,-0.961336358,,0.01408411,-0.971292724
0.016,-0.987295104,,0.016,-0.996885308,,0.032,-0.956457287,,0.015203438,-1.004193543
0.017,-0.985666068,,0.017,-0.99648982,,0.034,-0.951345526,,0.015727044,-0.976841215
0.018,-0.983940143,,0.018,-0.996071453,,0.036,-0.946009966,,0.017812876,-0.988768378
0.019,-0.982117599,,0.019,-0.995630334,,0.038,-0.940459324,,0.019617055,-0.990462431
0.02,-0.980198715,,0.02,-0.995166587,,0.04,-0.934702144,,0.020844257,-0.988218583
0.021,-0.978183779,,0.021,-0.994680335,,0.042,-0.928746798,,0.021005504,-0.983911276
0.022,-0.976073089,,0.022,-0.994171703,,0.044,-0.922601489,,0.023690971,-0.971643585
0.023,-0.973866951,,0.023,-0.993640817,,0.046,-0.916274255,,0.024221561,-0.984124291
0.024,-0.97156568,,0.024,-0.993087799,,0.048,-0.909772964,,0.023578258,-0.992665376
0.025,-0.969169603,,0.025,-0.992512774,,0.05,-0.903105322,,0.023870378,-0.974522206
0.026,-0.966679053,,0.026,-0.991915866,,0.052,-0.896278873,,0.026849763,-0.980534013
0.027,-0.964094373,,0.027,-0.991297199,,0.054,-0.889301001,,0.026659651,-0.947647735
0.028,-0.961415916,,0.028,-0.990656897,,0.056,-0.88217893,,0.028294805,-0.972322096
0.029,-0.958644043,,0.029,-0.989995085,,0.058,-0.874919729,,0.027780564,-0.95085382
0.03,-0.955779126,,0.03,-0.989311885,,0.06,-0.867530311,,0.030500128,-0.96036136
0.031,-0.952821542,,0.031,-0.988607421,,0.062,-0.860017436,,0.031705808,-0.956645767
0.032,-0.949771681,,0.032,-0.987881817,,0.064,-0.852387713,,0.032342646,-0.972040499
0.033,-0.946629939,,0.033,-0.987135197,,0.066,-0.844647602,,0.033120849,-0.938826039
0.034,-0.943396722,,0.034,-0.986367684,,0.068,-0.836803415,,0.034545861,-0.95905777
0.035,-0.940072445,,0.035,-0.985579401,,0.07,-0.82886132,,0.034799105,-0.947774441
0.036,-0.936657532,,0.036,-0.984770472,,0.072,-0.82082734,,0.034251635,-0.939541892
0.037,-0.933152413,,0.037,-0.983941019,,0.074,-0.812707355,,0.037382864,-0.924784299
0.038,-0.92955753,,0.038,-0.983091166,,0.076,-0.804507108,,0.036376578,-0.923328791
0.039,-0.925873332,,0.039,-0.982221036,,0.078,-0.796232202,,0.040016484,-0.932519874
0.04,-0.922100275,,0.04,-0.981330751,,0.08,-0.787888103,,0.040025349,-0.915322839
0.041,-0.918238827,,0.041,-0.980420435,,0.082,-0.779480145,,0.040416433,-0.935577835
0.042,-0.914289461,,0.042,-0.97949021,,0.084,-0.771013529,,0.042857492,-0.893451005
0.043,-0.91025266,,0.043,-0.978540199,,0.086,-0.762493324,,0.042716804,-0.900773461
0.044,-0.906128914,,0.044,-0.977570523,,0.088,-0.753924471,,0.044583447,-0.912472631
0.045,-0.901918724,,0.045,-0.976581306,,0.09,-0.745311785,,0.0442263,-0.913442699
0.046,-0.897622595,,0.046,-0.975572669,,0.092,-0.736659956,,0.046109582,-0.895520571
0.047,-0.893241044,,0.047,-0.974544734,,0.094,-0.727973548,,0.048650306,-0.884303146
0.048,-0.888774593,,0.048,-0.973497624,,0.096,-0.719257007,,0.048049055,-0.888247585
0.049,-0.884223775,,0.049,-0.97243146,,0.098,-0.710514658,,0.048006783,-0.894687618
0.05,-0.879589127,,0.05,-0.971346363,,0.1,-0.701750709,,0.049009631,-0.890431194
0.051,-0.874871198,,0.051,-0.970242455,,0.102,-0.692969251,,0.049758563,-0.868052538
0.052,-0.870070541,,0.052,-0.969119858,,0.104,-0.684174262,,0.052823441,-0.85578041
0.053,-0.86518772,,0.053,-0.967978692,,0.106,-0.675369609,,0.053551462,-0.883187904
0.054,-0.860223303,,0.054,-0.966819079,,0.108,-0.666559045,,0.055305731,-0.862208723
0.055,-0.85517787,,0.055,-0.96564114,,0.11,-0.657746217,,0.056010263,-0.848804021
0.056,-0.850052005,,0.056,-0.964444994,,0.112,-0.648934665,,0.05640294,-0.836964043
0.057,-0.844846302,,0.057,-0.963230764,,0.114,-0.640127824,,0.055662433,-0.846769689
0.058,-0.839561359,,0.058,-0.961998569,,0.116,-0.631329024,,0.057222778,-0.831348917
0.059,-0.834197786,,0.059,-0.960748529,,0.118,-0.622541494,,0.058365388,-0.852367561
0.06,-0.828756197,,0.06,-0.959480765,,0.12,-0.613768366,,0.059649221,-0.826431362
0.061,-0.823237214,,0.061,-0.958195396,,0.122,-0.605012669,,0.059543526,-0.825668169
0.062,-0.817641465,,0.062,-0.956892544,,0.124,-0.596277339,,0.059961194,-0.799544065
0.063,-0.811969587,,0.063,-0.955572327,,0.126,-0.587565216,,0.062426174,-0.812882034
0.064,-0.806222223,,0.064,-0.954234864,,0.128,-0.578879048,,0.063761688,-0.8010981
0.065,-0.800400022,,0.065,-0.952880277,,0.13,-0.570221489,,0.06535405,-0.793284014
0.066,-0.794503641,,0.066,-0.951508683,,0.132,-0.561595106,,0.065752266,-0.800021268
0.067,-0.788533744,,0.067,-0.950120201,,0.134,-0.553002376,,0.068116579,-0.784563424
0.068,-0.782491,,0.068,-0.948714951,,0.136,-0.544445692,,0.06792172,-0.791182597
0.069,-0.776376087,,0.069,-0.947293051,,0.138,-0.535927359,,0.069343282,-0.774510771
0.07,-0.770189688,,0.07,-0.94585462,,0.14,-0.5274496,,0.068239739,-0.756015998
0.071,-0.763932491,,0.071,-0.944399776,,0.142,-0.519014558,,0.069439034,-0.76303076
0.072,-0.757605194,,0.072,-0.942928636,,0.144,-0.510624292,,0.071767294,-0.760092825
0.073,-0.751208498,,0.073,-0.94144132,,0.146,-0.502280787,,0.07237644,-0.741735013
0.074,-0.744743114,,0.074,-0.939937944,,0.148,-0.493985948,,0.074457943,-0.750261194
0.075,-0.738209755,,0.075,-0.938418627,,0.15,-0.485741605,,0.07582755,-0.748291132
0.076,-0.731609144,,0.076,-0.936883485,,0.152,-0.477549514,,0.076434521,-0.732890398
0.077,-0.724942006,,0.077,-0.935332636,,0.154,-0.46941136,,0.078194467,-0.736293584
0.078,-0.718209074,,0.078,-0.933766197,,0.156,-0.461328755,,0.07696762,-0.723509562
0.079,-0.711411088,,0.079,-0.932184285,,0.158,-0.453303241,,0.079653623,-0.715501325
0.08,-0.704548792,,0.08,-0.930587016,,0.16,-0.445336295,,0.079494697,-0.721956424
0.081,-0.697622934,,0.081,-0.928974508,,0.162,-0.437429325,,0.080295394,-0.689003953
0.082,-0.690634273,,0.082,-0.927346875,,0.164,-0.429583673,,0.081448297,-0.674062134
0.083,-0.683583567,,0.083,-0.925704235,,0.166,-0.42180062,,0.082201038,-0.695067977
0.084,-0.676471586,,0.084,-0.924046702,,0.168,-0.414081381,,0.083289139,-0.675671662
0.085,-0.6692991,,0.085,-0.922374393,,0.17,-0.406427114,,0.085837671,-0.694557203
0.086,-0.662066887,,0.086,-0.920687423,,0.172,-0.398838913,,0.085039125,-0.661151258
0.087,-0.65477573,,0.087,-0.918985907,,0.174,-0.391317816,,0.089435962,-0.648060706
0.088,-0.647426416,,0.088,-0.91726996,,0.176,-0.383864804,,0.088049586,-0.665021767
0.089,-0.640019738,,0.089,-0.915539697,,0.178,-0.376480802,,0.090102624,-0.648609982
0.09,-0.632556493,,0.09,-0.913795233,,0.18,-0.369166678,,0.090276966,-0.609396633
0.091,-0.625037485,,0.091,-0.912036681,,0.182,-0.361923251,,0.090862212,-0.630821313
0.092,-0.617463519,,0.092,-0.910264155,,0.184,-0.354751284,,0.090598752,-0.619326448
0.093,-0.609835409,,0.093,-0.908477771,,0.186,-0.347651493,,0.093477929,-0.599402232
0.094,-0.60215397,,0.094,-0.906677641,,0.188,-0.340624541,,0.094179195,-0.586535576
0.095,-0.594420025,,0.095,-0.904863878,,0.19,-0.333671046,,0.095393877,-0.607762606
0.096,-0.586634397,,0.096,-0.903036597,,0.192,-0.326791575,,0.096625778,-0.599453899
0.097,-0.578797918,,0.097,-0.90119591,,0.194,-0.319986652,,0.096726588,-0.55289134
0.098,-0.570911421,,0.098,-0.89934193,,0.196,-0.313256756,,0.098857506,-0.575640009
0.099,-0.562975744,,0.099,-0.89747477,,0.198,-0.30660232,,0.098665301,-0.552212298
0.1,-0.55499173,,0.1,-0.895594541,,0.2,-0.300023737,,0.098491813,-0.563973594
0.101,-0.546960225,,0.101,-0.893701356,,0.202,-0.293521357,,0.101942285,-0.550455546
0.102,-0.53888208,,0.102,-0.891795326,,0.204,-0.287095491,,0.101968617,-0.527716866
0.103,-0.530758147,,0.103,-0.889876564,,0.206,-0.280746408,,0.102896601,-0.550731792
0.104,-0.522589286,,0.104,-0.88794518,,0.208,-0.274474342,,0.106301257,-0.511920953
0.105,-0.514376357,,0.105,-0.886001286,,0.21,-0.268279488,,0.105129609,-0.518247082
0.106,-0.506120225,,0.106,-0.884044992,,0.212,-0.262162005,,0.104988992,-0.506433244
0.107,-0.497821759,,0.107,-0.882076409,,0.214,-0.256122017,,0.108863667,-0.492420165
0.108,-0.489481831,,0.108,-0.880095647,,0.216,-0.250159613,,0.107777182,-0.484110017
0.109,-0.481101315,,0.109,-0.878102818,,0.218,-0.244274851,,0.109629507,-0.482058461
0.11,-0.47268109,,0.11,-0.87609803,,0.22,-0.238467755,,0.110188967,-0.471273236
0.111,-0.464222037,,0.111,-0.874081393,,0.222,-0.232738317,,0.110224706,-0.469814276
0.112,-0.45572504,,0.112,-0.872053016,,0.224,-0.227086499,,0.112937741,-0.455414052
0.113,-0.447190986,,0.113,-0.87001301,,0.226,-0.221512235,,0.112309826,-0.447310463
0.114,-0.438620765,,0.114,-0.867961482,,0.228,-0.21601543,,0.115295179,-0.426069648
0.115,-0.430015271,,0.115,-0.865898541,,0.23,-0.210595959,,0.116948463,-0.430763636
0.116,-0.421375398,,0.116,-0.863824296,,0.232,-0.205253674,,0.115424844,-0.422732334
0.117,-0.412702045,,0.117,-0.861738855,,0.234,-0.199988397,,0.117089465,-0.401758408
0.118,-0.403996111,,0.118,-0.859642325,,0.236,-0.194799928,,0.118906709,-0.393801007
0.119,-0.3952585,,0.119,-0.857534814,,0.238,-0.189688042,,0.119062193,-0.381431934
0.12,-0.386490117,,0.12,-0.85541643,,0.24,-0.184652489,,0.119354797,-0.361491792
0.121,-0.377691868,,0.121,-0.853287279,,0.242,-0.179692997,,0.120996547,-0.384559731
0.122,-0.368864663,,0.122,-0.851147468,,0.244,-0.174809273,,0.121629032,-0.361232274
0.123,-0.360009413,,0.123,-0.848997104,,0.246,-0.170001002,,0.123555427,-0.372434159
0.124,-0.351127031,,0.124,-0.846836293,,0.248,-0.165267848,,0.123702709,-0.359397033
0.125,-0.342218433,,0.125,-0.844665142,,0.25,-0.160609457,,0.123985868,-0.353293736
0.126,-0.333284533,,0.126,-0.842483755,,0.252,-0.156025455,,0.126658563,-0.340837401
0.127,-0.324326252,,0.127,-0.840292238,,0.254,-0.151515449,,0.127665349,-0.320399183
0.128,-0.315344509,,0.128,-0.838090697,,0.256,-0.14707903,,0.126701523,-0.304017432
0.129,-0.306340224,,0.129,-0.835879236,,0.258,-0.142715771,,0.129633352,-0.317260726
0.13,-0.297314321,,0.13,-0.833657961,,0.26,-0.138425229,,0.129407495,-0.29060854
0.131,-0.288267723,,0.131,-0.831426974,,0.262,-0.134206946,,0.130870289,-0.2770193
0.132,-0.279201355,,0.132,-0.829186381,,0.264,-0.130060448,,0.131332771,-0.281459441
0.133,-0.270116143,,0.133,-0.826936285,,0.266,-0.125985248,,0.13376942,-0.256948742
0.134,-0.261013013,,0.134,-0.82467679,,0.268,-0.121980844,,0.134011433,-0.246743058
0.135,-0.251892894,,0.135,-0.822407999,,0.27,-0.118046722,,0.135059696,-0.2461543
0.136,-0.242756714,,0.136,-0.820130014,,0.272,-0.114182355,,0.137934576,-0.233471642
0.137,-0.233605402,,0.137,-0.817842939,,0.274,-0.110387204,,0.136351752,-0.242659601
0.138,-0.224439889,,0.138,-0.815546876,,0.276,-0.106660719,,0.138315785,-0.216674471
0.139,-0.215261104,,0.139,-0.813241926,,0.278,-0.103002339,,0.13880765,-0.206424312
0.14,-0.206069977,,0.14,-0.810928193,,0.28,-0.099411493,,0.138869867,-0.226621706
0.141,-0.196867441,,0.141,-0.808605776,,0.282,-0.0958876,,0.140550245,-0.197003544
0.142,-0.187654426,,0.142,-0.806274777,,0.284,-0.092430069,,0.141456404,-0.200021068
0.143,-0.178431864,,0.143,-0.803935298,,0.286,-0.089038302,,0.141944689,-0.176056883
0.144,-0.169200685,,0.144,-0.801587439,,0.288,-0.085711692,,0.144160078,-0.157564879
0.145,-0.159961822,,0.145,-0.7992313,,0.29,-0.082449624,,0.145564725,-0.167868248
0.146,-0.150716204,,0.146,-0.796866981,,0.292,-0.079251475,,0.146387173,-0.165719314
0.147,-0.141464764,,0.147,-0.794494583,,0.294,-0.076116617,,0.146147177,-0.13893898
0.148,-0.132208431,,0.148,-0.792114204,,0.296,-0.073044415,,0.147714787,-0.140560418
0.149,-0.122948136,,0.149,-0.789725944,,0.298,-0.070034227,,0.149885265,-0.118323758
0.15,-0.113684808,,0.15,-0.787329901,,0.3,-0.067085407,,0.151140281,-0.132516364
0.151,-0.104419375,,0.151,-0.784926174,,0.302,-0.064197303,,0.150931847,-0.096952263
0.152,-0.095152768,,0.152,-0.782514862,,0.304,-0.061369258,,0.151373259,-0.092140325
0.153,-0.085885911,,0.153,-0.780096062,,0.306,-0.058600613,,0.151820253,-0.088435031
0.154,-0.076619733,,0.154,-0.777669873,,0.308,-0.055890702,,0.154619835,-0.075084329
0.155,-0.067355158,,0.155,-0.775236391,,0.31,-0.053238857,,0.155639968,-0.076787998
0.156,-0.058093111,,0.156,-0.772795713,,0.312,-0.050644408,,0.155765945,-0.065744027
0.157,-0.048834515,,0.157,-0.770347937,,0.314,-0.04810668,,0.157219072,-0.038017941
0.158,-0.039580291,,0.158,-0.767893158,,0.316,-0.045624997,,0.158323269,-0.036495965
0.159,-0.030331362,,0.159,-0.765431473,,0.318,-0.04319868,,0.159428618,-0.04131153
0.16,-0.021088645,,0.16,-0.762962978,,0.32,-0.04082705,,0.160629287,-0.031573851
0.161,-0.011853059,,0.161,-0.760487769,,0.322,-0.038509424,,0.158926531,-0.002011978
0.162,-0.002625519,,0.162,-0.75800594,,0.324,-0.03624512,,0.161377443,-0.005730821
0.163,0.006593061,,0.163,-0.755517587,,0.326,-0.034033454,,0.162457925,0.01841431
0.164,0.015801768,,0.164,-0.753022804,,0.328,-0.031873741,,0.162073303,0.010826951
0.165,0.024999691,,0.165,-0.750521685,,0.33,-0.029765299,,0.165071537,0.008405254
0.166,0.034185922,,0.166,-0.748014324,,0.332,-0.027707441,,0.166202898,0.03893635
0.167,0.043359555,,0.167,-0.745500815,,0.334,-0.025699484,,0.166829407,0.039528087
0.168,0.052519685,,0.168,-0.742981251,,0.336,-0.023740744,,0.168784336,0.050752927
0.169,0.06166541,,0.169,-0.740455726,,0.338,-0.021830539,,0.16815847,0.074215018
0.17,0.070795831,,0.17,-0.737924331,,0.34,-0.019968187,,0.170246213,0.066755363
0.171,0.07991005,,0.171,-0.73538716,,0.342,-0.018153007,,0.169731791,0.082469672
0.172,0.089007172,,0.172,-0.732844304,,0.344,-0.016384321,,0.172815951,0.075073052
0.173,0.098086305,,0.173,-0.730295855,,0.346,-0.014661451,,0.173667493,0.087400083
0.174,0.10714656,,0.174,-0.727741905,,0.348,-0.012983722,,0.173919831,0.104988745
0.175,0.11618705,,0.175,-0.725182544,,0.35,-0.011350461,,0.173824861,0.110630685
0.176,0.125206891,,0.176,-0.722617865,,0.352,-0.009760998,,0.175361182,0.121333504
0.177,0.134205203,,0.177,-0.720047956,,0.354,-0.008214665,,0.177327501,0.125097191
0.178,0.143181107,,0.178,-0.717472908,,0.356,-0.006710796,,0.179450209,0.13291691
0.179,0.152133729,,0.179,-0.714892812,,0.358,-0.005248728,,0.176683804,0.154441014
0.18,0.161062198,,0.18,-0.712307756,,0.36,-0.003827802,,0.180123618,0.147512409
0.181,0.169965644,,0.181,-0.70971783,,0.362,-0.002447364,,0.180655111,0.164315229
0.182,0.178843203,,0.182,-0.707123123,,0.364,-0.001106758,,0.181441003,0.161320752
0.183,0.187694014,,0.183,-0.704523723,,0.366,0.000194662,,0.182090077,0.188369669
0.184,0.196517218,,0.184,-0.701919719,,0.368,0.001457543,,0.183854986,0.199502905
0.185,0.205311962,,0.185,-0.699311198,,0.37,0.002682526,,0.18524184,0.199592421
0.186,0.214077395,,0.186,-0.696698248,,0.372,0.003870248,,0.182397109,0.214449233
0.187,0.22281267,,0.187,-0.694080956,,0.374,0.005021343,,0.187741677,0.221436861
0.188,0.231516944,,0.188,-0.69145941,,0.376,0.006136438,,0.187979285,0.237922529
0.189,0.240189379,,0.189,-0.688833695,,0.378,0.00721616,,0.189307029,0.242675086
0.19,0.248829139,,0.19,-0.686203898,,0.38,0.008261128,,0.191508669,0.233361273
0.191,0.257435393,,0.191,-0.683570105,,0.382,0.009271957,,0.190479796,0.265183394
0.192,0.266007314,,0.192,-0.680932401,,0.384,0.010249258,,0.191911812,0.266069416
0.193,0.274544081,,0.193,-0.678290872,,0.386,0.011193636,,0.192457229,0.277901867
0.194,0.283044874,,0.194,-0.675645603,,0.388,0.012105694,,0.194442085,0.286786069
0.195,0.291508881,,0.195,-0.672996679,,0.39,0.012986025,,0.19491432,0.291638893
0.196,0.299935292,,0.196,-0.670344183,,0.392,0.013835222,,0.195180212,0.312279899
0.197,0.308323303,,0.197,-0.667688199,,0.394,0.014653869,,0.196810658,0.291401408
0.198,0.316672113,,0.198,-0.665028812,,0.396,0.015442548,,0.198974362,0.318719472
0.199,0.324980927,,0.199,-0.662366105,,0.398,0.016201832,,0.197035845,0.310014755
0.2,0.333248955,,0.2,-0.65970016,,0.4,0.016932292,,0.199971964,0.329206613
0.201,0.341475412,,0.201,-0.65703106,,0.402,0.017634492,,0.201707913,0.345534742
0.202,0.349659516,,0.202,-0.654358888,,0.404,0.018308989,,0.201480707,0.35523746
0.203,0.357800491,,0.203,-0.651683725,,0.406,0.018956338,,0.203167486,0.361082928
0.204,0.365897568,,0.204,-0.649005653,,0.408,0.019577085,,0.205357914,0.365510138
0.205,0.37394998,,0.205,-0.646324753,,0.41,0.020171771,,0.203787071,0.371906219
0.206,0.381956968,,0.206,-0.643641107,,0.412,0.020740934,,0.20487781,0.387319788
0.207,0.389917777,,0.207,-0.640954795,,0.414,0.021285102,,0.207291469,0.378978115
0.208,0.397831656,,0.208,-0.638265897,,0.416,0.0218048,,0.207030222,0.418277887
0.209,0.405697863,,0.209,-0.635574493,,0.418,0.022300547,,0.208089375,0.408387882
0.21,0.413515659,,0.21,-0.632880662,,0.42,0.022772855,,0.210086683,0.425130649
0.211,0.42128431,,0.211,-0.630184485,,0.422,0.02322223,,0.212175165,0.420553456
0.212,0.429003089,,0.212,-0.62748604,,0.424,0.023649174,,0.212322485,0.444114437
0.213,0.436671275,,0.213,-0.624785405,,0.426,0.024054181,,0.212000716,0.429413078
0.214,0.444288152,,0.214,-0.622082659,,0.428,0.024437739,,0.213923394,0.429999891
0.215,0.45185301,,0.215,-0.61937788,,0.43,0.024800332,,0.215066051,0.43530884
0.216,0.459365145,,0.216,-0.616671146,,0.432,0.025142437,,0.215862723,0.471449402
0.217,0.466823858,,0.217,-0.613962533,,0.434,0.025464523,,0.216546744,0.468545256
0.218,0.474228457,,0.218,-0.611252118,,0.436,0.025767056,,0.216980117,0.477397025
0.219,0.481578257,,0.219,-0.608539979,,0.438,0.026050495,,0.217560746,0.474135447
0.22,0.488872578,,0.22,-0.605826191,,0.44,0.026315291,,0.219004314,0.482141884
0.221,0.496110745,,0.221,-0.60311083,,0.442,0.026561892,,0.222034818,0.498608295
0.222,0.503292092,,0.222,-0.600393972,,0.444,0.026790739,,0.220250408,0.504738667
0.223,0.510415958,,0.223,-0.597675692,,0.446,0.027002265,,0.223292846,0.502689292
0.224,0.517481688,,0.224,-0.594956065,,0.448,0.027196899,,0.223340111,0.523529133
0.225,0.524488633,,0.225,-0.592235166,,0.45,0.027375064,,0.225642829,0.517536454
0.226,0.531436153,,0.226,-0.589513068,,0.452,0.027537177,,0.225745536,0.544253119
0.227,0.538323612,,0.227,-0.586789845,,0.454,0.027683648,,0.224839238,0.55167178
0.228,0.545150381,,0.228,-0.584065572,,0.456,0.027814881,,0.228530402,0.538813669
0.229,0.551915841,,0.229,-0.581340321,,0.458,0.027931275,,0.230461532,0.538956708
0.23,0.558619374,,0.23,-0.578614165,,0.46,0.028033223,,0.231272309,0.565181679
0.231,0.565260374,,0.231,-0.575887176,,0.462,0.028121111,,0.230202834,0.572445156
0.232,0.571838239,,0.232,-0.573159427,,0.464,0.028195321,,0.232431614,0.586252404
0.233,0.578352375,,0.233,-0.57043099,,0.466,0.028256228,,0.234449699,0.573242525
0.234,0.584802194,,0.234,-0.567701935,,0.468,0.0283042,,0.23380582,0.579186755
0.235,0.591187116,,0.235,-0.564972335,,0.47,0.028339602,,0.235088643,0.600632169
0.236,0.597506568,,0.236,-0.56224226,,0.472,0.028362789,,0.235914536,0.595552813
0.237,0.603759983,,0.237,-0.55951178,,0.474,0.028374116,,0.235913056,0.590031988
0.238,0.609946803,,0.238,-0.556780965,,0.476,0.028373927,,0.237664384,0.615329576
0.239,0.616066474,,0.239,-0.554049886,,0.478,0.028362562,,0.239236945,0.616935998
0.24,0.622118454,,0.24,-0.551318611,,0.48,0.028340358,,0.2412729,0.630521711
0.241,0.628102205,,0.241,-0.54858721,,0.482,0.028307642,,0.239657495,0.624525904
0.242,0.634017196,,0.242,-0.545855752,,0.484,0.028264739,,0.242716338,0.638015042
0.243,0.639862906,,0.243,-0.543124304,,0.486,0.028211966,,0.242807006,0.64890598
0.244,0.64563882,,0.244,-0.540392936,,0.488,0.028149636,,0.244401809,0.66051308
0.245,0.651344429,,0.245,-0.537661714,,0.49,0.028078056,,0.245882934,0.640190956
0.246,0.656979234,,0.246,-0.534930706,,0.492,0.027997527,,0.246544591,0.648189676
0.247,0.662542743,,0.247,-0.53219998,,0.494,0.027908346,,0.246859748,0.654121008
0.248,0.668034471,,0.248,-0.529469601,,0.496,0.027810803,,0.250395722,0.643100842
0.249,0.67345394,,0.249,-0.526739636,,0.498,0.027705185,,0.249336628,0.68227446
0.25,0.678800681,,0.25,-0.524010151,,0.5,0.027591771,,0.250921502,0.675936831
0.251,0.684074232,,0.251,-0.521281213,,0.502,0.027470836,,0.250388431,0.69567863
0.252,0.68927414,,0.252,-0.518552885,,0.504,0.027342651,,0.251730363,0.685912255
0.253,0.694399958,,0.253,-0.515825234,,0.506,0.027207479,,0.252925433,0.698691598
0.254,0.699451248,,0.254,-0.513098323,,0.508,0.027065582,,0.254723856,0.705720445
0.255,0.70442758,,0.255,-0.510372217,,0.51,0.026917214,,0.256443592,0.694814078
0.256,0.709328531,,0.256,-0.507646981,,0.512,0.026762623,,0.256127792,0.720502254
0.257,0.714153686,,0.257,-0.504922677,,0.514,0.026602056,,0.256095939,0.717658215
0.258,0.71890264,,0.258,-0.502199369,,0.516,0.026435752,,0.257099272,0.725267134
0.259,0.723574993,,0.259,-0.49947712,,0.518,0.026263946,,0.25893977,0.720126257
0.26,0.728170356,,0.26,-0.496755993,,0.52,0.026086868,,0.260629024,0.743473346
0.261,0.732688345,,0.261,-0.494036049,,0.522,0.025904745,,0.261442178,0.733774246
0.262,0.737128588,,0.262,-0.491317352,,0.524,0.025717796,,0.26090517,0.736363215
0.263,0.741490716,,0.263,-0.488599961,,0.526,0.025526238,,0.263072246,0.736185003
0.264,0.745774374,,0.264,-0.485883939,,0.528,0.025330284,,0.264714879,0.751634124
0.265,0.74997921,,0.265,-0.483169347,,0.53,0.025130139,,0.266099469,0.749249985
0.266,0.754104884,,0.266,-0.480456244,,0.532,0.024926007,,0.268815962,0.738837861
0.267,0.758151062,,0.267,-0.477744692,,0.534,0.024718086,,0.267439452,0.771230058
0.268,0.76211742,,0.268,-0.47503475,,0.536,0.02450657,,0.268482057,0.789870942
0.269,0.76600364,,0.269,-0.472326478,,0.538,0.024291649,,0.269220575,0.765940845
0.27,0.769809414,,0.27,-0.469619935,,0.54,0.024073507,,0.270959913,0.765988855
0.271,0.773534442,,0.271,-0.466915179,,0.542,0.023852326,,0.26996671,0.777711013
0.272,0.777178434,,0.272,-0.46421227,,0.544,0.023628284,,0.271570217,0.781283216
0.273,0.780741104,,0.273,-0.461511265,,0.546,0.023401552,,0.271727907,0.76501005
0.274,0.78422218,,0.274,-0.458812222,,0.548,0.023172299,,0.27279345,0.77146085
0.275,0.787621394,,0.275,-0.4561152,,0.55,0.022940692,,0.275293154,0.801163733
0.276,0.790938488,,0.276,-0.453420254,,0.552,0.022706889,,0.276138784,0.793812925
0.277,0.794173213,,0.277,-0.450727442,,0.554,0.022471049,,0.275863974,0.787911417
0.278,0.797325328,,0.278,-0.448036821,,0.556,0.022233324,,0.276280371,0.802832939
0.279,0.8003946,,0.279,-0.445348447,,0.558,0.021993865,,0.278160954,0.792916407
0.28,0.803380806,,0.28,-0.442662374,,0.56,0.021752815,,0.280914806,0.800015997
0.281,0.80628373,,0.281,-0.43997866,,0.562,0.021510319,,0.281194233,0.817456133
0.282,0.809103165,,0.282,-0.437297359,,0.564,0.021266513,,0.280194511,0.818845836
0.283,0.811838913,,0.283,-0.434618526,,0.566,0.021021532,,0.28407839,0.828003162
0.284,0.814490783,,0.284,-0.431942215,,0.568,0.020775509,,0.284393514,0.814590829
0.285,0.817058596,,0.285,-0.42926848,,0.57,0.02052857,,0.284371931,0.822838841
0.286,0.819542177,,0.286,-0.426597376,,0.572,0.02028084,,0.286616401,0.809386772
0.287,0.821941364,,0.287,-0.423928956,,0.574,0.020032439,,0.287799513,0.832471641
0.288,0.824256001,,0.288,-0.421263273,,0.576,0.019783487,,0.2887735,0.822477796
0.289,0.82648594,,0.289,-0.41860038,,0.578,0.019534096,,0.287764709,0.831222075
0.29,0.828631044,,0.29,-0.41594033,,0.58,0.019284379,,0.290009206,0.824650514
0.291,0.830691182,,0.291,-0.413283173,,0.582,0.019034443,,0.291047149,0.821503481
